epoch,accuracy,loss,val_accuracy,val_loss
0,0.29120880365371704,2.342149257659912,0.05128205195069313,2.4860167503356934
1,0.3186813294887543,2.33233642578125,0.05128205195069313,2.489560604095459
2,0.3351648449897766,2.2510786056518555,0.05128205195069313,2.443791389465332
3,0.3076923191547394,2.2862401008605957,0.05128205195069313,2.426034450531006
4,0.25824177265167236,2.240429401397705,0.05128205195069313,2.4140074253082275
5,0.2747252881526947,2.2769415378570557,0.05128205195069313,2.401503562927246
6,0.3461538553237915,2.279261827468872,0.05128205195069313,2.375234365463257
0,0.20192307233810425,2.2193422317504883,0.02222222276031971,2.381477117538452
1,0.2211538404226303,2.2115228176116943,0.02222222276031971,2.375185251235962
2,0.24519230425357819,2.264103889465332,0.02222222276031971,2.378662347793579
3,0.20192307233810425,2.1707186698913574,0.06666667014360428,2.401418447494507
4,0.22596153616905212,2.20793080329895,0.02222222276031971,2.3361921310424805
5,0.18269230425357819,2.2514164447784424,0.0,2.2911925315856934
6,0.17788460850715637,2.2193970680236816,0.0,2.2940866947174072
0,0.1587301641702652,2.203735113143921,0.0,2.2850658893585205
1,0.25925925374031067,2.197072744369507,0.0,2.2393929958343506
2,0.27513226866722107,2.191988945007324,0.024390242993831635,2.217871904373169
3,0.2698412835597992,2.1278209686279297,0.0731707289814949,2.17004132270813
4,0.27513226866722107,2.1720826625823975,0.09756097197532654,2.1442508697509766
5,0.24867725372314453,2.2286598682403564,0.31707316637039185,2.1372263431549072
6,0.24338623881340027,2.115041494369507,0.31707316637039185,2.1048879623413086
0,0.25668448209762573,2.139411687850952,0.17499999701976776,2.1238999366760254
1,0.27272728085517883,2.112912178039551,0.20000000298023224,2.0074050426483154
2,0.29946523904800415,2.12383770942688,0.15000000596046448,2.0009052753448486
3,0.3796791434288025,2.074558734893799,0.17499999701976776,1.9635846614837646
4,0.3796791434288025,2.0175931453704834,0.5249999761581421,1.9502360820770264
5,0.3743315637111664,2.0387606620788574,0.5249999761581421,1.9340846538543701
6,0.4010695219039917,1.96905517578125,0.550000011920929,1.8958117961883545
0,0.2542372941970825,2.1862995624542236,0.2631579041481018,2.028139114379883
1,0.32203391194343567,2.1279728412628174,0.2631579041481018,1.9627066850662231
2,0.3502824902534485,2.1342127323150635,0.2368421107530594,2.0275213718414307
3,0.35593220591545105,2.1259021759033203,0.3684210479259491,1.9569013118743896
4,0.3785310685634613,2.138021469116211,0.3947368562221527,1.941290259361267
5,0.3615819215774536,2.1263842582702637,0.3947368562221527,1.9234135150909424
6,0.2768361568450928,2.15757417678833,0.3947368562221527,1.9208177328109741
0,0.39024388790130615,2.2085626125335693,0.4571428596973419,1.9261468648910522
1,0.4085365831851959,2.1562397480010986,0.5142857432365417,1.9049406051635742
2,0.32926830649375916,2.1354410648345947,0.34285715222358704,1.922511339187622
3,0.396341472864151,2.114232301712036,0.4571428596973419,1.9137465953826904
4,0.31707316637039185,2.1245791912078857,0.48571428656578064,1.9143818616867065
0,0.3222222328186035,2.1444146633148193,0.4615384638309479,1.90509033203125
1,0.3055555522441864,2.0588982105255127,0.4615384638309479,1.9016242027282715
2,0.3777777850627899,2.07942271232605,0.4615384638309479,1.9064935445785522
3,0.3166666626930237,2.1343140602111816,0.4871794879436493,1.9135321378707886
4,0.28333333134651184,2.060896396636963,0.5384615659713745,1.9302841424942017
