epoch,accuracy,loss,val_accuracy,val_loss
0,0.17521367967128754,3.455192804336548,0.23000000417232513,2.9436821937561035
1,0.1517094075679779,2.8172576427459717,0.1899999976158142,2.6770179271698
2,0.19658119976520538,2.584091901779175,0.18000000715255737,2.4321916103363037
3,0.2222222238779068,2.4431049823760986,0.18000000715255737,2.3463683128356934
4,0.21367521584033966,2.3371381759643555,0.1599999964237213,2.553192138671875
0,0.19871795177459717,2.3783464431762695,0.15000000596046448,2.678382635116577
1,0.19017094373703003,2.364980697631836,0.2199999988079071,2.2706637382507324
2,0.22008547186851501,2.288179397583008,0.17000000178813934,2.243800640106201
3,0.19017094373703003,2.30584454536438,0.1899999976158142,2.461228370666504
4,0.18803419172763824,2.3553643226623535,0.1899999976158142,2.2424182891845703
0,0.2410714328289032,2.2120673656463623,0.1666666716337204,2.4473025798797607
1,0.2611607015132904,2.117870807647705,0.2395833283662796,2.0821635723114014
2,0.2566964328289032,2.132761240005493,0.2604166567325592,2.048999547958374
3,0.2678571343421936,2.1101701259613037,0.28125,2.0647294521331787
4,0.2522321343421936,2.0897648334503174,0.2604166567325592,2.0503857135772705
0,0.18648017942905426,2.272745132446289,0.19565217196941376,2.186218500137329
1,0.19813519716262817,2.1592864990234375,0.1304347813129425,2.213841438293457
2,0.2377622425556183,2.1715805530548096,0.19565217196941376,2.240811824798584
3,0.2237762212753296,2.149636745452881,0.19565217196941376,2.139185667037964
4,0.2237762212753296,2.151702642440796,0.20652173459529877,2.2447876930236816
0,0.189845472574234,2.253218173980713,0.19587628543376923,2.1931393146514893
1,0.23178808391094208,2.1745669841766357,0.20618556439876556,2.096545934677124
2,0.22075055539608002,2.190735340118408,0.2164948433637619,2.1131536960601807
3,0.253863126039505,2.1507840156555176,0.20618556439876556,2.1757655143737793
4,0.24724061787128448,2.1662116050720215,0.20618556439876556,2.165273666381836
0,0.1582568734884262,2.282496213912964,0.1827957034111023,2.129645347595215
1,0.19266055524349213,2.218317747116089,0.24731183052062988,2.1313912868499756
2,0.18807339668273926,2.1860339641571045,0.19354838132858276,2.1362080574035645
3,0.1834862381219864,2.21211838722229,0.2795698940753937,2.1527111530303955
4,0.1903669685125351,2.1840224266052246,0.29032257199287415,2.1143178939819336
0,0.20375335216522217,2.29190993309021,0.23749999701976776,2.1604905128479004
1,0.1903485208749771,2.2769651412963867,0.1875,2.115230083465576
2,0.16621984541416168,2.27024245262146,0.21250000596046448,2.164651393890381
3,0.19839142262935638,2.2448368072509766,0.26249998807907104,2.112291097640991
4,0.20375335216522217,2.2483465671539307,0.21250000596046448,2.136160135269165
0,0.17841409146785736,2.2336506843566895,0.19587628543376923,2.1424474716186523
1,0.18942731618881226,2.224478006362915,0.20618556439876556,2.1562798023223877
2,0.2290748953819275,2.2077348232269287,0.19587628543376923,2.1596107482910156
3,0.2400881052017212,2.1966965198516846,0.1855670064687729,2.1287286281585693
4,0.25330397486686707,2.1392757892608643,0.2680412232875824,2.048325300216675
0,0.11538461595773697,2.8211255073547363,0.14000000059604645,2.7907094955444336
1,0.11965811997652054,2.8061838150024414,0.14000000059604645,2.7113301753997803
2,0.14316239953041077,2.8207035064697266,0.14000000059604645,2.7057137489318848
3,0.14316239953041077,2.8156096935272217,0.1899999976158142,2.70233154296875
4,0.1517094075679779,2.809900999069214,0.1899999976158142,2.6953399181365967
0,0.1316964328289032,2.8003270626068115,0.09375,2.704019784927368
1,0.1383928507566452,2.794325113296509,0.1041666641831398,2.687483787536621
2,0.1674107164144516,2.786318063735962,0.1041666641831398,2.677656888961792
3,0.1696428507566452,2.780012369155884,0.1041666641831398,2.6668481826782227
4,0.1584821492433548,2.7706458568573,0.1145833358168602,2.664583921432495
0,0.16083915531635284,2.7576053142547607,0.16304348409175873,2.685455799102783
1,0.1655011624097824,2.7469100952148438,0.16304348409175873,2.6832058429718018
2,0.15617716312408447,2.7336881160736084,0.17391304671764374,2.6649558544158936
3,0.1515151560306549,2.7209279537200928,0.16304348409175873,2.648083448410034
4,0.1515151560306549,2.700727939605713,0.16304348409175873,2.6361076831817627
